Index,Source,P/C,,,,Count
1,Photo: Alyssa Pointer,Professional - associated press,,,,12
2,Photos.com,Professional - co.,,,,3
3,No Credit,                              ,,,,180
4,Photo: Kevin Winter/Getty Images,Professional - getty,,,,1
5,"Photo: Neilson Barnard/(Credit too long, see caption)",                              ,,,,1
6,Photo: Frazer Harrison/Getty Images for NARAS,Professional - getty,,,,3
7,Photo: Kevin Mazur/Getty Images,Professional - getty,,,,1
8,No Image,                              ,,,,325
9,Photo: Curtis Compton/ccompton@ajc.com,Professional - co.,,,,8
10,Photo: Gwinnett County Department of Fire and Emergency Services,Professional - department,,,,1
11,Photo: Tom Pennington/Getty Images,Professional - getty,,,,1
12,Photo: Channel 2 Action News,Professional - news,,,,67
13,Photo: (Photo by Joe Raedle/Getty Images),Professional - getty,,,,2
14,Photo: Chick-fil-A,                              ,,,,1
15,(Photo: Hall County Sheriff's Office),Professional - county,,,,2
16,(Photo: ALYSSA POINTER/ALYSSA.POINTER@AJC.COM),Professional - co.,,,,1
17,Photo: CARL COURT/AFP/Getty Images/AFP/Getty Images,Professional - getty,,,,2
18,Photo: The Atlanta Journal-Constitution,Professional - atlanta,,,,72
19,Photo: File Photo,Professional - file,,,,1
20,Photo: Alyssa Pointer/apointer@ajc.com,Professional - co.,,,,1
21,Photo: Boston25News.com,Professional - co.,,,,6
22,Photo: John Bazemore/AP,Professional - AP,,,,2
23,Photo: Phelan M. Ebenhack/AP,Professional - AP,,,,2
24,Photo: Rachel Murray/Getty Images for GBK Productions,Professional - getty,,,,1
25,(Photo: Channel 2 Action News),Professional - news,,,,1
26,Photo: (Photo: City of Albany Water Department),Professional - city,,,,1
27,(Boston25News.com),Professional - co.,,,,1
28,(Photo: Boston25News.com),Professional - co.,,,,2
29,Photo: Sean Gallup/Getty Images,Professional - getty,,,,1
30,Photo: DeKalb County Sheriff's Office,Professional - county,,,,4
31,Photo: Duck Donuts,                              ,,,,1
32,Photo: Bita Honarvar/ AJC FILE,Professional - file,,,,1
33,Photo: ALYSSA POINTER / ALYSSA.POINTER@AJC.COM,Professional - co.,,,,2
34,Photo: ALYSSA POINTER /ALYSSA.POINTER@AJC.COM,Professional - co.,,,,1
35,Photo: HANDOUT/TNS,Professional - tns,,,,1
36,Photo: News | WFXT,Professional - news,,,,1
37,Photo: ccompton@ajc.com/Curtis Compton,Professional - co.,,,,9
38,Photo: KRISTIN M. BRADSHAW,                              ,,,,2
39,Photo: Associated Press/AP,Professional - AP,,,,2
40,Photo: Rich Addicks / raddicks@ajc.com,Professional - co.,,,,2
41,Photo: Special to The AJC,Professional - ajc,,,,1
42,Photo: WSB-TV,                              ,,,,1
43,Photo: Clayton County Sheriff’s Office,Professional - county,,,,1
44,Photo: Cobb County Sheriff's Office / U.S. Marshals Service,Professional - county,,,,1
45,Photo: ABC News,Professional - abc,,,,1
46,(Danny Karnik/Georgia Tech Athletics),Professional - athletics,,,,2
47,Photo: Joe Raedle/Getty Images,Professional - getty,,,,2
48,Photo: KENT D. JOHNSON/KDJOHNSON@AJC.CO,                              ,,,,1
49,Photo: Alex Edelman/Getty Images,Professional - getty,,,,1
50,Photo: Robert Voets/CBS,Professional - cbs,,,,1
51,Photo: Kevork Djansezian/Getty Images for NARAS,Professional - getty,,,,2
